link,headline,category,short_description,authors,date
https://www.huffpost.com/entry/tv-writers-diversity-inclusion_n_628d2beee4b0cda85db6c359,"Inclusion And Equity In TV Writing Is Still Largely 'Performative,' Report Finds",CULTURE & ARTS,"Many underrepresented TV writers aren’t being empowered to run their own shows or advance to leadership roles, as an annual survey of TV writers finds.",Marina Fang,2022-05-24
https://www.huffpost.com/entry/anna-sorokin-delvey-art-show_n_6287fc7ee4b0edd2d015c8a4,Anna Delvey's 'Art Show' Was Nothing More Than Whiteness At Work,CULTURE & ARTS,"Despite being held in ICE custody, the famed scammer had the very white privilege of hosting her own art show, titled “Allegedly,” at the Public Hotel.",Ruth Etiesit Samuel,2022-05-20
https://www.huffpost.com/entry/for-colored-girls-cast-interview_n_6287bab2e4b0933e7364e92e,'For Colored Girls' Continues To Be Black Women's North Star,CULTURE & ARTS,"The extraordinary Broadway cast gush over their sisterhood, Ntozake Shange's resonant choreopoem and bringing their full selves to the stage each night.",Candice Frederick,2022-05-20
https://www.huffpost.com/entry/the-rise-of-the-bbl-how-getting-a-brazilian-butt-lift-impacted-these-patients_n_6282842be4b0c84db7284337,The Rise Of The BBL: How Getting A Brazilian Butt Lift Impacted These Patients,CULTURE & ARTS,"For some patients, getting a BBL isn't about keeping up with the latest trend. But, as others realized after their procedures, shelling out for a curvier silhouette can be complicated.",Ruth Etiesit Samuel,2022-05-18
https://www.huffpost.com/entry/ninja-thyberg-pleasure-porn-star-contradictions_n_6283c617e4b0c7c10778d297,The Porn Star Protagonist In 'Pleasure' Is A Woman Of Fascinating Contradictions,CULTURE & ARTS,"“She’s sometimes the victim or in the bottom of some kind of hierarchy, but sometimes she’s also the one in the top,” filmmaker Ninja Thyberg told HuffPost.",Candice Frederick,2022-05-17
https://www.huffpost.com/entry/this-made-me-formative-pop-culture_n_627aab29e4b0d7ea4cd35502,This Made Me: How Pop Culture Has Shaped Our Lives,CULTURE & ARTS,"Introducing a new HuffPost series on the pop culture that unlocked something in us, helped us fit in, taught us something or became an entry point to something bigger.",Marina Fang,2022-05-16
https://www.huffpost.com/entry/this-made-me-immigrants-learning-about-america-through-pop-culture_n_627aaab8e4b0b7c8f08a98c8,"For This Child Of Immigrants, Pop Culture Became A Guide To Life In America",CULTURE & ARTS,"HuffPost senior culture reporter Marina Fang describes ""teaching"" pop culture to herself — and eventually turning it into a career.",Marina Fang,2022-05-16
https://www.huffpost.com/entry/alison-leiby-oh-god-a-show-about-abortion_n_627d4415e4b0b74b0e80d17f,Alison Leiby’s Abortion Wasn’t A Big Deal. So Why Is It Still So Hard To Talk About?,CULTURE & ARTS,"The comedian’s one-woman show “Oh God, A Show About Abortion” unpacks why talking about abortion shouldn’t be so thorny.",Marina Fang,2022-05-13
https://www.huffpost.com/entry/ap-photographer-paralympians_n_6137c79ae4b0df9fe27c5868,"AP Photographer, His Leg Lost, Seeks Answers On Disability From Paralympians",CULTURE & ARTS,Disabled photographer Emilio Morenatti spoke to several veterans from the wars in Afghanistan and Iraq who have gone on to become star athletes.,"Emilio Morenatti, AP",2021-09-07
https://www.huffpost.com/entry/tokyo-olympics-mask-art_n_61053385e4b0d1b96e664856,Artist Flips Face Masks Into Things Of Olympic Beauty,CULTURE & ARTS,Tatsuya Tanaka's miniature twist on face coverings have to be seen.,Lee Moran,2021-07-31
https://www.huffpost.com/entry/street-artist-sues-vatican_n_60b0e3c1e4b04ddf13ed0fc5,"Vatican Issues Street Art Stamp, Ends Up Getting Sued",CULTURE & ARTS,Italian street artist Alessia Babrow alleges the Vatican used a reproduction of one of her images as its 2020 Easter postage stamp.,"NICOLE WINFIELD, AP",2021-05-28
https://www.huffpost.com/entry/the-best-books-of-2020_n_5fe3e25ec5b64e44210214bc,The Best Books Of 2020,CULTURE & ARTS,"The 10 reads -- from Emily St. John Mandel, Raven Leilani, Marie-Helene Bertino and more -- that added joy, clarity and color to my year.",Claire Fallon,2020-12-27
https://www.huffpost.com/entry/ma-raineys-black-bottom-viola-davis_n_5fd77b7fc5b663c375987331,'Ma Rainey's Black Bottom' Is Viola Davis At Her Most Exciting,CULTURE & ARTS,"Davis talks about her remarkable transformation, and how playing the title character was one of her biggest challenges yet.",Zeba Blay,2020-12-14
https://www.huffpost.com/entry/getting-through-with-mominatu_n_5fcfaa25c5b619bc4c363ffd,Getting Through ... With Mominatu,CULTURE & ARTS,"At just 26 years old, this free spirit moved to Dakar, Senegal, to open up her first yoga studio.",Zeba Blay,2020-12-08
https://www.huffpost.com/entry/barack-obama-a-promised-land-review_n_5fbd3bd2c5b61d04bfa4979b,"Barack Obama's Memoir 'A Promised Land' Is Good, But Not Good Enough",CULTURE & ARTS,"The former president's hotly anticipated book is packed with detail, thoughtfully written, and an unsatisfying defense of his early presidency.",Claire Fallon,2020-11-24
https://www.huffpost.com/entry/rockefeller-christmas-tree-2020_n_5fb5623ec5b66cd4ad413200,This Year’s Rockefeller Center Christmas Tree Is Exactly What You’d Expect For 2020,CULTURE & ARTS,"“Charlie Brown: I have the saddest Christmas Tree. Rockefeller Center: Hold my beer,"" one Twitter user joked.",Elyse Wanshel,2020-11-18
https://www.huffpost.com/entry/charles-dance-the-crown-game-of-thrones-mank_n_5fa04b80c5b6befb9091453f,"Charles Dance On 'The Crown,' 'Game Of Thrones' And Aging In Hollywood",CULTURE & ARTS,"The actor, widely known for his role as Tywin Lannister, has a string of projects sure to impress this season, including ""Mank.""",Leigh Blickley,2020-11-11
https://www.huffpost.com/entry/emily-in-paris-should-you-watc_n_5f762746c5b66377b27f2c08,'Emily in Paris' Is As Boring And Basic As A Sponsored Instagram Story,CULTURE & ARTS,Netflix’s new series aims for cosmopolitan fantasy but doesn’t quite hit the mark.,Claire Fallon and Emma Gray,2020-10-02
https://www.huffpost.com/entry/can-a-book-club-fight-racism_n_5f3a80abc5b6e054c3fc9d44,Can A Book Club Fight Racism?,CULTURE & ARTS,"White people are turning to anti-racist reading groups to make sense of this moment — and, they hope, to make change.",Claire Fallon,2020-08-19
https://www.huffpost.com/entry/nina-simone-pegasus-street-art-protests_n_5ed8fc0ec5b69b39db20c4b9,Street Artist Honors Protesters With Nina Simone's Iconic Quote About Freedom,CULTURE & ARTS,"""I’ll tell you what freedom means to me: no fear,"" the artist Pegasus painted in solidarity with anti-racism protesters.",Lee Moran,2020-06-05
https://www.huffpost.com/entry/mothers-day-coronavirus-new-parent_n_5eb57888c5b62d0addadcba3,"Motherhood Thrust Me Into A New, Often Isolated Life. Then The World Joined Me.",CULTURE & ARTS,Caring for a newborn baby and life amid a pandemic share so many similarities that they can blur together.,Claire Fallon,2020-05-10
https://www.huffpost.com/entry/stop-writing-why-i-left-new-york-pandemic-essays_n_5e9fa07bc5b6b2e5b839dcd3,Please Stop Writing 'Why I Left New York' Pandemic Essays,CULTURE & ARTS,Feeling guilty about fleeing the city for greener pastures is not a sufficient reason to write a personal essay.,Claire Fallon,2020-04-22
https://www.huffpost.com/entry/tigertail-alan-yang-netflix_n_5e822cf7c5b66ea70fda7fb7,‘Master of None’ Co-Creator Alan Yang’s Latest Project Is His Most Personal One Yet,CULTURE & ARTS,"With ""Tigertail,"" the director moves toward fulfilling his dreams of seeing more Asian representation in Hollywood.",Traci G. Lee,2020-04-06
https://www.huffpost.com/entry/anthropocene-documentary-climate-change_n_5d8e5620e4b0019647a8682f,'Anthropocene' Documentary Shows How Humans Are Wreaking Havoc On The Planet,CULTURE & ARTS,"Industrialization, massive trash dumps and other factors have potentially helped usher in a new geological era.",Brooke Shuman,2019-09-27
https://www.huffpost.com/entry/wildlife-photographer-of-the-years-winning-photo-is-a-valentines-day-treat_n_5c65dafae4b05c889d1d500f,Wildlife Photographer Of The Year’s Winning Photo Is A Valentine’s Day Treat,CULTURE & ARTS,David Lloyd won the contest’s LUMIX People’s Choice Award with his heartwarming photo called “Bond of Brothers.”,Elyse Wanshel,2019-02-14
https://www.huffpost.com/entry/velvet-buzzsaw-art-world-satire_n_5c59cd77e4b09293b208b747,Why The Satirical Slasher 'Velvet Buzzsaw' Has The Art World Screaming,CULTURE & ARTS,"Dan Gilroy's Netflix movie, starring Jake Gyllenhaal and Toni Collette, has inspired divisive reactions in the gallery scene. Are people humorless, or is the movie?",Priscilla Frank and Matthew Jacobs,2019-02-08
https://www.huffpost.com/entry/hamilton-puerto-rico_n_5c39c1efe4b01c93e00a2ac8,Lin-Manuel Miranda Takes 'Hamilton' To Puerto Rico With Big Opening Night,CULTURE & ARTS,On Friday – Alexander Hamilton's birthday – the show kicked off its three-week residency in San Juan.,Amy Russo,2019-01-12
https://www.huffpost.com/entry/good-stuff-taylor-swift-she-ra-sleeping-widows_n_5bf81b44e4b0eb6d930e194e,There Were Zero Things Better This Week Than 'Labor Radical' Taylor Swift,CULTURE & ARTS,Except maybe sleeping as much as you wanted.,,2018-11-24
https://www.huffpost.com/entry/good-stuff-robyn-steph-curry-lizzo_n_5bd3964ce4b0a8f17ef7ad32,"There Were Zero Things Better This Week Than Robyn, Honey",CULTURE & ARTS,Except maybe Steph Curry in God mode.,,2018-10-27
https://www.huffingtonpost.com/entry/first-nighter_us_5bb26e57e4b0171db6a0b1f9,"First Nighter: Athol Fugard's Shadow..., Richard Maxwell's Isolde",CULTURE & ARTS,"Although Athol Fugard turns 82 in June and his protagonist in The Shadow of the Hummingbird is already 84, the two-year difference in ages doesn't keep the deeply charming and charmingly deep 60-minute exercise from instantly registering as autobiographical.","David Finkle, Contributor
Writer, Drama Critic",2014-04-13
https://www.huffingtonpost.com/entry/a-z-dance-diesel_us_5bb26e52e4b0171db6a0b141,Every Dance Move From A To Z Showcased In One Ridiculously Insane Video,CULTURE & ARTS,"In this incredible video, a group of highly talented dancers demonstrates every dance style from A to Z on the rooftops of",Sarah Barness,2014-04-13
https://www.huffingtonpost.com/entry/nicolas-demeersman_us_5bb26e3be4b0171db6a0afc6,'F*cking Tourist' Series Will Make You Think Twice About How You Travel,CULTURE & ARTS,"Photographer Nicolas Demeersman makes the universal aversion to tourism very, very clear in his photography series ""Fucking",Priscilla Frank,2014-04-13
https://www.huffingtonpost.com/entry/bob-anderson_us_5bb26e50e4b0171db6a0b12e,Stunning Photos Of A Homeless Boxer's Mansion,CULTURE & ARTS,"See more photos on Slate. Even on a peninsula populated by handmade, ramshackle structures, Anderson’s place, half home and",Priscilla Frank,2014-04-13
https://www.huffingtonpost.com/entry/raymond-pettibon_us_5bb26de5e4b0171db6a0acf0,Raymond Pettibon's Surf Paintings Are Pure Punk Poetry,CULTURE & ARTS,"In his current exhibition ""Are Your Motives Pure?"" Pettibon compiles surf-centric artworks from 1985 to 2013, ranging from",Priscilla Frank,2014-04-12
https://www.huffingtonpost.com/entry/lets-get-ready-to-rumble_us_5bb26e57e4b0171db6a0b1d5,Let's Get Ready to Rumble!,CULTURE & ARTS,"Some plays are well worth the wait, and I would definitely include The Lion and the Fox in that category. Because CentralWorks creates its plays using an extremely organic process that is guided by people who have worked together for nearly two decades.","George Heymont, Contributor
San Francisco-based arts critic",2014-04-12
https://www.huffingtonpost.com/entry/faberge-egg-hunt_us_5bb26e46e4b0171db6a0b038,Your Favorite Artists And Architects Are Hosting A Giant Easter Egg Hunt In NYC,CULTURE & ARTS,The Faberge Big Egg Hunt has its own map (downloadable as an app on your smartphone) to help you track down the masterpieces,Katherine Brooks,2014-04-12
https://www.huffingtonpost.com/entry/orpheus-four-larks-los-an_us_5bb26d8fe4b0171db6a0a8fd,"'Orpheus,' Four Larks, Los Angeles",CULTURE & ARTS,"It's an odyssey of love and loss portrayed, appropriately enough, as an opera, a junkyard opera, that takes place in hell. Its experience is edgy and ethereal. The costumes and set material are made from repurposed objects.","James Scarborough, Contributor
Writer",2014-04-06
https://www.huffingtonpost.com/entry/gun-america_us_5bb26dd1e4b0171db6a0ab55,This Is What Gun Ownership Looks Like in America,CULTURE & ARTS,"By David Rosenberg See more photos on Slate. Another image, of teenager Elizabeth Lamont with her gun at home in Virginia",Priscilla Frank,2014-04-06
https://www.huffingtonpost.com/entry/wonder-ful-tale-a-short-i_us_5bb26dd2e4b0171db6a0ac18,Wonder-ful Tale: A Short Interview with Then She Fell's Marissa Nielsen-Pincus,CULTURE & ARTS,"You might leave Then She Fell with more questions than answers, but that's part of the amazement. This immersive theater experience pushes you to examine the limits of reality and to free your mind to possibility.","Danny Groner, Contributor
Freelance Journalist",2014-04-06
https://www.huffingtonpost.comhttp://www.cnn.com/video/data/2.0/video/world/2014/04/04/pkg-stolen-french-paintings-recovered.cnn.html,Stolen Paintings Found 40 Years Later,CULTURE & ARTS,Italian authorities manage to recover two French masterpieces after they were stolen from a London home in 1970. Read more,,2014-04-06
https://www.huffingtonpost.com/entry/hong-kong-zeros-in-on-cre_us_5bb26c41e4b0171db6a0978e,Hong Kong Zeros in on Creativity,CULTURE & ARTS,"We have known for some time that public art with sculptures, statues, and murals everywhere, and buildings with their uniquely carved doorways, cornices, and columns are usually what distinguish one city from another.","John M. Eger, Contributor
Zahn Professor of Creativity and Innovation is also the Van De...",2014-04-06
https://www.huffingtonpost.com/entry/the-getty-black-book_us_5bb26dc0e4b0171db6a0aa3e,The Getty Black Book,CULTURE & ARTS,"Several graffiti writers were approached and given an opportunity to go to the Getty Research Institute and examine the rare manuscripts, and to grant them the opportunity to be a part of the entire process, from birth to execution.","Rodrigo Ribera d'Ebre, Contributor
Writer/director/scholar",2014-04-05
https://www.huffingtonpost.com/entry/roberto-gil-de-montes_us_5bb26dafe4b0171db6a0a971,Surrealism Is Alive And Well In Roberto Gil de Montes' Dreamy Depictions,CULTURE & ARTS,"""I paint as a way of discovering stories hidden within myself, peeling away layers, digging deeper each time, revealing images",Priscilla Frank,2014-04-05
https://www.huffingtonpost.com/entry/grace-project_us_5bb26dc5e4b0171db6a0aac1,Nude Portrait Series Reveals The Beauty And Strength Of Breast Cancer Survivors,CULTURE & ARTS,The connection between the relics her images are based on -- existing today in varies altered states -- and the transformed,Katherine Brooks,2014-04-05
https://www.huffingtonpost.com/entry/first-nighter-check-out-h_us_5bb26dd1e4b0171db6a0ab81,"First Nighter: Check Out 'Hellman v. McCarthy,' 'Red Velvet,' 'Heathers'",CULTURE & ARTS,"On January 20, 1980 Mary McCarthy, never known to mince words in print or in person, was asked on Dick Cavett's PBS talk show whom she considered overrated writers. After a moment's thought, Lillian Hellman came to her mind.","David Finkle, Contributor
Writer, Drama Critic",2014-04-05
https://www.huffingtonpost.com/entry/racing-against-time_us_5bb26dd1e4b0171db6a0abc5,Racing Against Time,CULTURE & ARTS,"It's not exactly a secret. Timing is everything -- and time waits for no man. Whether someone is a handsome young rock star battling an addiction or an angry alte kocker trying to provoke a fellow geezer into playing one more game of King of the Mountain, the clock keeps ticking.","George Heymont, Contributor
San Francisco-based arts critic",2014-04-05
https://www.huffingtonpost.com/entry/san-francisco-ballet-in-t_us_5bb26dd1e4b0171db6a0abf9,San Francisco Ballet in the Exhilarating Shostakovich Trilogy,CULTURE & ARTS,You do not have to be an admirer of Shostakovich or a ballet junkie to be moved and exhilarated by San Francisco Ballet in Alexei Ratmansky's Shostakovich Trilogy.,"Carla Escoda, Contributor
Dance, theatre, and arts critic, based in San Francisco.",2014-04-05
https://www.huffingtonpost.comhttp://hyperallergic.com/117512/protesters-rain-down-thousands-of-bills-in-guggenheim-rotunda/,Protesters Rain Down Thousands Of Bills In Guggenheim Rotunda,CULTURE & ARTS,"At 6:45 pm ET this evening, a handheld bell sounded in the rotunda of the Guggenheim Museum in New York, signaling the second",,2014-03-30
https://www.huffingtonpost.com/entry/aisle-view-the-moor-of-co_us_5bb26d51e4b0171db6a0a573,Aisle View: The Moor of Covent Garden,CULTURE & ARTS,"Lester is a creative associate of the Tricycle, and husband to playwright Chakrabarti.  This is incidental information; Lester's performance in Red Velvet, under any circumstances, is a marvel of thunder and spellbinding power.","Steven Suskin, Contributor
Drama critic",2014-03-30
https://www.huffingtonpost.com/entry/theater-cirque-du-soleils_us_5bb26d51e4b0171db6a0a588,Theater: Cirque Du Soleil's Amaluna Far From Full,CULTURE & ARTS,A little more aerial work and then the big finale with everyone trooping out for bows and Amaluna fades away. Half moon? Quarter moon? Take your pick of imagery to reflect a show that doesn't begin to do justice to the standards of Cirque Du Soleil.,"Michael Giltz, Contributor
BookFilter creator",2014-03-30
https://www.huffingtonpost.com/entry/vincent-van-gogh_us_5bb26d4fe4b0171db6a0a46b,Revealing The Many Faces Of Vincent Van Gogh On His 161st Birthday,CULTURE & ARTS,"Today marks the birthday of Vincent van Gogh, the Dutch post-Impressionist who brought the world unforgettable visions of",Katherine Brooks,2014-03-30
https://www.huffingtonpost.com/entry/les-miz-and-breathing-time_us_5bb26d4fe4b0171db6a0a4f8,Theater: Les Miz a Pleasure (and not a Guilty One); Breathing Time Expires,CULTURE & ARTS,I really do love Les Miserables. I listened to the cast album(s) again and again long before I saw the show in person. I first saw it in Florida in some cavernous space -- my seat was up in the rafters and the stage was a mile away,"Michael Giltz, Contributor
BookFilter creator",2014-03-30
https://www.huffingtonpost.com/entry/milwaukee-ballet-and-the_us_5bb26d50e4b0171db6a0a52e,Milwaukee Ballet and the Modern Quest for Beauty,CULTURE & ARTS,"Artistic director Michael Pink has built an ensemble that deliberately eschews the cookie-cutter look of traditional ballet companies; these are dancers of striking individuality, many of whom have risen through the ranks of Milwaukee Ballet's second company.","Carla Escoda, Contributor
Dance, theatre, and arts critic, based in San Francisco.",2014-03-30
https://www.huffingtonpost.com/entry/a-visit-to-the-centre-for_us_5bb26d50e4b0171db6a0a542,"A Visit to the Centre for Contemporary Art Ujazdowski Castle in Warsaw, Poland (VIDEO)",CULTURE & ARTS,"Last year, the Centre presented an exhibition about Ukrainian art, this year, new art from Romania is the focus of an extensive group show that is titled A Few Grams of Red, Yellow, Blue and features artists such as Mircea Cantor and Victor Man.","Heinrich Schmidt, Contributor
Founder and Director, VernissageTV",2014-03-30
https://www.huffingtonpost.com/entry/the-memorandum-santa-moni_us_5bb26d28e4b0171db6a0a2b1,"The Memorandum, Santa Monica Rep",CULTURE & ARTS,"The humor is based on the tangles of corporate bureaucracy, including blindly obeyed harebrained schemes to which no one claims ownership and an avalanche of paperwork and procedures.","James Scarborough, Contributor
Writer",2014-03-29
https://www.huffingtonpost.com/entry/duke-satchmos-jazz-manual_us_5bb26d02e4b0171db6a0a14f,"Duke & Satchmo's Jazz Manual: Eat, Pray, Swing",CULTURE & ARTS,"The answer to gloom?  Swing.  Jazz. Trombones. Big band music.   It bubbles over with passion, blaring ""Squeeze the moments. Feel the beat.  Live life large.""  Dance on tables, scat a solo, or swing your partner.","Mia Berman, Contributor
Mia Berman is a writer/performer with a humorous, satiric poin...",2014-03-29
https://www.huffingtonpost.com/entry/chris-jordan_us_5bb26d0ce4b0171db6a0a165,10 Shocking Photos That Will Change How You See Consumption And Waste,CULTURE & ARTS,"Cell phones #2, Atlanta 2005 Photographer Chris Jordan works with the debris we as a society leave behind, photographing",Priscilla Frank,2014-03-29
https://www.huffingtonpost.com/entry/questionable-role-models_us_5bb26d4fe4b0171db6a0a4d6,Questionable Role Models,CULTURE & ARTS,"Although it is never clearly stated in either script, both dramas are about throwaway children. Children who, instead of ending up in NeverLand, have been abandoned by parents who are ill-equipped to provide for their offspring or are too self-involved to cope with a child's needs.","George Heymont, Contributor
San Francisco-based arts critic",2014-03-29
https://www.huffingtonpost.com/entry/think-of-me-phantom-and-t_us_5bb26d4fe4b0171db6a0a4fd,Think of Me: Phantom and the Importance of Casting,CULTURE & ARTS,"When it was announced last week that Sierra Boggess and Norm Lewis would step into The Phantom of the Opera this May, most of the press was about the fact that Lewis was to become the first black Phantom on Broadway. I didn't care about that.","Cara Joy David, Contributor
New York-based entertainment journalist",2014-03-29
https://www.huffingtonpost.com/entry/luzinterruptus-rights-to-trample-on_us_5bb26d35e4b0171db6a0a35b,Art Activists Use Sex Dolls To Protest Spain's Controversial Anti-Abortion Law,CULTURE & ARTS,(All photos courtesy Luzinterruptus/Gustavo Sanabria) Check out images of the sex doll extravaganza below and let us know,Katherine Brooks,2014-03-29
https://www.huffingtonpost.com/entry/reunion-south-coast-reper_us_5bb26cc3e4b0171db6a09d49,"Reunion,  South Coast Repertory, Costa Mesa",CULTURE & ARTS,"Gregory S. Moss' Reunion, directed by Adrienne Campbell-Holt for South Coast Repertory, is a corker of a story that examines, at times in excruciating detail, the complex relationships of boys who became men who, for one night, became boys again.","James Scarborough, Contributor
Writer",2014-03-23
https://www.huffingtonpost.com/entry/lucia-ganieva_us_5bb26cbfe4b0171db6a09cb4,Russia's Amazingly Glamorous Retired Artists,CULTURE & ARTS,"Many people find retirement homes to be dull, sterile places. But this is not so in the case the Savina House for Veterans",Priscilla Frank,2014-03-23
https://www.huffingtonpost.com/entry/chris-trueman_us_5bb26cbce4b0171db6a09c54,Chris Trueman's Electric Canvases Will Leave Your Mind Spinning,CULTURE & ARTS,"How, if at all, has California contributed to your aesthetic?I think California has been a big influence -- the color, the",Priscilla Frank,2014-03-23
https://www.huffingtonpost.com/entry/the-world-of-mary-blair_us_5bb26cb2e4b0171db6a09b95,One Of Disney's Most Influential Female Artists Finally Gets Her Due,CULTURE & ARTS,"“She brought modern art to Walt in a way that no one else did,"" the late animator Marc Davis once recalled of Blair's work",Katherine Brooks,2014-03-22
https://www.huffingtonpost.com/entry/and-now-for-something-com_us_5bb26cc2e4b0171db6a09cfa,And Now for Something Completely Different,CULTURE & ARTS,"Traditionally, style was the artist's signature or trademark, the unique and distinctive means by which he expressed his ideas or perceptions. The break with this traditional conception was pioneered by Picasso.","David Galenson, Contributor
Professor of Economics, University of Chicago",2014-03-22
https://www.huffingtonpost.com/entry/in-pursuit-of-magnificent_us_5bb26cc3e4b0171db6a09d2e,In Pursuit of Magnificent Obsessions,CULTURE & ARTS,"The winding path from curiosity to passion and onward to embracing a full-blown fetish is a very strange one. Sometimes a person's enthusiasm for a certain type of object is sparked by a gift, a novel idea, or a gateway experience.","George Heymont, Contributor
San Francisco-based arts critic",2014-03-22
https://www.huffingtonpost.com/entry/odcs-electrifying-boulder_us_5bb26cc3e4b0171db6a09d40,ODC's Electrifying boulders and bones,CULTURE & ARTS,"Much of his work is ephemeral, expressly designed to be obliterated by wind, rain, snow or heat. Other structures, like his recent Culvert Cairn, a private commission in Marin County, will likely be around as long as Stonehenge.","Carla Escoda, Contributor
Dance, theatre, and arts critic, based in San Francisco.",2014-03-22
https://www.huffingtonpost.com/entry/ai-weiwei-shepard-fairey_us_5bb26cbfe4b0171db6a09cbc,Ai Weiwei Gets The Shepard Fairey Treatment,CULTURE & ARTS,"""I admire Ai Weiwei for his art and his activism. His art is beautiful in form, and in function embodies the principles of",Priscilla Frank,2014-03-22
